bin,timestamp_index,bin_death_index,pageid,timestamp,views,views_adjusted,share
17,125,4,292822,20200505,29911,26718,0.00001539
18,132,5,292822,20200512,30690,28192,0.00001619
19,139,6,292822,20200519,25869,24616,0.00001423
20,146,7,292822,20200526,17971,17782,0.00001025
21,153,8,292822,20200602,16657,16587,0.00000957
22,160,9,292822,20200609,54417,55188,0.00003155
23,167,10,292822,20200616,18416,18894,0.00001088
24,174,11,292822,20200623,18304,19223,0.00001106
25,181,12,292822,20200630,17574,18265,0.00001049
26,188,13,292822,20200707,16824,17323,0.00000996
27,195,14,292822,20200714,12168,12394,0.00000714
28,202,15,292822,20200721,12060,12337,0.00000713
29,209,16,292822,20200728,13353,14236,0.00000818
30,216,17,292822,20200804,12613,13413,0.00000773
31,223,18,292822,20200811,12606,12979,0.00000749
32,230,19,292822,20200818,16359,16873,0.00000968
33,237,20,292822,20200825,13186,13417,0.00000775
34,244,21,292822,20200901,13605,14386,0.00000828
35,251,22,292822,20200908,12074,12494,0.00000720
36,258,23,292822,20200915,11948,12433,0.00000715
37,265,24,292822,20200922,18122,18741,0.00001075
38,272,25,292822,20200929,33841,34698,0.00002029
39,279,26,292822,20201006,32432,31804,0.00001831
40,286,27,292822,20201013,26717,26114,0.00001505
41,293,28,292822,20201020,21087,20659,0.00001187
42,300,29,292822,20201027,16448,16016,0.00000922
43,307,30,292822,20201103,12915,11648,0.00000671
44,314,31,292822,20201110,46945,44847,0.00002525
45,321,32,292822,20201117,16392,15395,0.00000887
46,328,33,292822,20201124,16751,16081,0.00000924
47,335,34,292822,20201201,15304,15048,0.00000866
48,342,35,292822,20201208,16229,15967,0.00000921
49,349,36,292822,20201215,17706,18212,0.00001047
50,356,37,292822,20201222,16614,16810,0.00000973
51,363,38,292822,20201229,20128,19270,0.00001100
52,370,39,292822,20210105,12020,11229,0.00000648
53,377,40,292822,20210112,13271,12497,0.00000719
54,384,41,292822,20210119,12764,11864,0.00000683
55,391,42,292822,20210126,12680,12099,0.00000697
56,398,43,292822,20210202,12560,11987,0.00000690
57,405,44,292822,20210209,12790,12345,0.00000712
58,412,45,292822,20210216,13205,12545,0.00000724
59,419,46,292822,20210223,14659,13669,0.00000786
60,426,47,292822,20210302,12862,12065,0.00000695
61,433,48,292822,20210309,66425,60750,0.00003616
62,440,49,292822,20210316,25250,24210,0.00001397
63,447,50,292822,20210323,15271,14682,0.00000845
64,454,51,292822,20210330,14399,14170,0.00000817
65,461,52,292822,20210406,27776,26615,0.00001521
66,468,53,292822,20210413,14112,13804,0.00000795
67,475,54,292822,20210420,13649,13313,0.00000766
68,482,55,292822,20210427,24837,24058,0.00001413
69,489,56,292822,20210504,18915,18780,0.00001079
70,496,57,292822,20210511,12278,12075,0.00000695
71,503,58,292822,20210518,10844,10654,0.00000613
72,510,59,292822,20210525,12158,12108,0.00000697
73,517,60,292822,20210601,11492,11638,0.00000670
74,524,61,292822,20210608,10355,10855,0.00000624
75,531,62,292822,20210615,9636,10255,0.00000591
76,538,63,292822,20210622,10295,11113,0.00000639
77,545,64,292822,20210629,10269,10442,0.00000602
78,552,65,292822,20210706,10074,10076,0.00000579
79,559,66,292822,20210713,10450,10980,0.00000632
80,566,67,292822,20210720,10081,10248,0.00000590
81,573,68,292822,20210727,9644,9738,0.00000561
82,580,69,292822,20210803,9681,9762,0.00000563
83,587,70,292822,20210810,14165,14737,0.00000849
84,594,71,292822,20210817,14785,15203,0.00000876
85,601,72,292822,20210824,10464,10845,0.00000624
86,608,73,292822,20210831,9772,10267,0.00000591
87,615,74,292822,20210907,18158,18512,0.00001085
88,622,75,292822,20210914,13371,14203,0.00000814
89,629,76,292822,20210921,13789,14740,0.00000843
90,636,77,292822,20210928,13390,14355,0.00000825
91,643,78,292822,20211005,16372,17492,0.00001013
92,650,79,292822,20211012,11386,12224,0.00000703
93,657,80,292822,20211019,9602,10322,0.00000594
94,664,81,292822,20211026,10221,10945,0.00000630
95,671,82,292822,20211102,8748,9544,0.00000548
96,678,83,292822,20211109,51664,55309,0.00003269
97,685,84,292822,20211116,46457,51406,0.00002974
98,692,85,292822,20211123,20030,22280,0.00001287
99,699,86,292822,20211130,12891,14449,0.00000833
100,706,87,292822,20211207,11522,12771,0.00000737
101,713,88,292822,20211214,10677,12321,0.00000710
102,720,89,292822,20211221,10839,12353,0.00000712
0,0,-17,1157225,20200101,22671,20817,0.00001198
1,7,-16,1157225,20200108,18247,16941,0.00000974
2,14,-15,1157225,20200115,15682,14658,0.00000843
3,21,-14,1157225,20200122,15854,14674,0.00000843
4,28,-13,1157225,20200129,15369,14732,0.00000847
5,35,-12,1157225,20200205,14616,13553,0.00000780
6,42,-11,1157225,20200212,58296,55582,0.00003163
7,49,-10,1157225,20200219,21984,21033,0.00001209
8,56,-9,1157225,20200226,24463,23574,0.00001358
9,63,-8,1157225,20200304,28400,27856,0.00001605
10,70,-7,1157225,20200311,35490,36674,0.00002104
11,77,-6,1157225,20200318,24718,23645,0.00001355
12,84,-5,1157225,20200325,26858,22911,0.00001323
13,91,-4,1157225,20200401,36871,29494,0.00001702
14,98,-3,1157225,20200408,45681,35501,0.00002048
15,105,-2,1157225,20200415,32499,26174,0.00001511
16,112,-1,1157225,20200422,63231,50308,0.00002926
17,119,0,1157225,20200429,6488981,5330746,0.00320558
18,126,1,1157225,20200506,216354,194222,0.00011176
19,133,2,1157225,20200513,102074,94012,0.00005409
20,140,3,1157225,20200520,70044,67072,0.00003864
21,147,4,1157225,20200527,55579,55533,0.00003203
22,154,5,1157225,20200603,60710,60030,0.00003470
23,161,6,1157225,20200610,66358,66433,0.00003868
24,168,7,1157225,20200617,53189,54706,0.00003152
25,175,8,1157225,20200624,41708,43627,0.00002523
26,182,9,1157225,20200701,36072,37257,0.00002146
27,189,10,1157225,20200708,41734,42895,0.00002467
28,196,11,1157225,20200715,34011,34644,0.00002000
29,203,12,1157225,20200722,35893,36663,0.00002124
30,210,13,1157225,20200729,35435,37741,0.00002175
31,217,14,1157225,20200805,36052,38304,0.00002205
32,224,15,1157225,20200812,38456,39305,0.00002284
33,231,16,1157225,20200819,29808,30536,0.00001759
34,238,17,1157225,20200826,36938,37505,0.00002183
35,245,18,1157225,20200902,25776,27143,0.00001562
36,252,19,1157225,20200909,27182,28187,0.00001622
37,259,20,1157225,20200916,26467,27379,0.00001580
38,266,21,1157225,20200923,34205,35165,0.00002030
39,273,22,1157225,20200930,26652,27656,0.00001588
40,280,23,1157225,20201007,26005,25505,0.00001465
41,287,24,1157225,20201014,24965,24458,0.00001407
42,294,25,1157225,20201021,23002,22408,0.00001290
43,301,26,1157225,20201028,22574,22026,0.00001266
44,308,27,1157225,20201104,20341,18244,0.00001050
45,315,28,1157225,20201111,24012,22452,0.00001294
46,322,29,1157225,20201118,24171,22777,0.00001313
47,329,30,1157225,20201125,24538,23577,0.00001358
48,336,31,1157225,20201202,23409,22987,0.00001325
49,343,32,1157225,20201209,24309,24020,0.00001385
50,350,33,1157225,20201216,27334,28221,0.00001627
51,357,34,1157225,20201223,47140,46474,0.00002728
52,364,35,1157225,20201230,46971,44764,0.00002561
53,371,36,1157225,20210106,42106,39626,0.00002265
54,378,37,1157225,20210113,23590,22268,0.00001283
55,385,38,1157225,20210120,25996,24122,0.00001389
56,392,39,1157225,20210127,24576,23478,0.00001352
57,399,40,1157225,20210203,31927,30396,0.00001756
58,406,41,1157225,20210210,27863,26972,0.00001550
59,413,42,1157225,20210217,27042,25647,0.00001478
60,420,43,1157225,20210224,30536,28260,0.00001632
61,427,44,1157225,20210303,24084,22668,0.00001307
62,434,45,1157225,20210310,25198,23812,0.00001370
63,441,46,1157225,20210317,23527,22663,0.00001306
64,448,47,1157225,20210324,32205,30911,0.00001790
65,455,48,1157225,20210331,31287,30531,0.00001764
66,462,49,1157225,20210407,36211,34270,0.00001991
67,469,50,1157225,20210414,31972,31255,0.00001801
68,476,51,1157225,20210421,49712,47477,0.00002790
69,483,52,1157225,20210428,64644,64395,0.00003671
70,490,53,1157225,20210505,33005,32706,0.00001882
71,497,54,1157225,20210512,30368,29861,0.00001719
72,504,55,1157225,20210519,32258,31755,0.00001826
73,511,56,1157225,20210526,26884,26794,0.00001542
74,518,57,1157225,20210602,27648,28221,0.00001625
75,525,58,1157225,20210609,27644,28977,0.00001670
76,532,59,1157225,20210616,26491,28276,0.00001629
77,539,60,1157225,20210623,27208,29199,0.00001679
78,546,61,1157225,20210630,26052,26255,0.00001512
79,553,62,1157225,20210707,27644,27884,0.00001606
80,560,63,1157225,20210714,24452,25689,0.00001479
81,567,64,1157225,20210721,23901,24177,0.00001393
82,574,65,1157225,20210728,23832,24146,0.00001391
83,581,66,1157225,20210804,25316,25394,0.00001476
84,588,67,1157225,20210811,28787,30014,0.00001722
85,595,68,1157225,20210818,23359,24036,0.00001385
86,602,69,1157225,20210825,25867,26796,0.00001543
87,609,70,1157225,20210901,26308,27616,0.00001590
88,616,71,1157225,20210908,21913,22777,0.00001313
89,623,72,1157225,20210915,19569,20699,0.00001191
90,630,73,1157225,20210922,20015,21288,0.00001226
91,637,74,1157225,20210929,20641,22153,0.00001275
92,644,75,1157225,20211006,20192,21629,0.00001248
93,651,76,1157225,20211013,19375,20782,0.00001198
94,658,77,1157225,20211020,18096,19428,0.00001117
95,665,78,1157225,20211027,20342,21712,0.00001251
96,672,79,1157225,20211103,18923,20806,0.00001197
97,679,80,1157225,20211110,19531,21509,0.00001237
98,686,81,1157225,20211117,20510,22832,0.00001315
99,693,82,1157225,20211124,19620,21877,0.00001258
100,700,83,1157225,20211201,19927,22404,0.00001291
101,707,84,1157225,20211208,21659,24091,0.00001387
102,714,85,1157225,20211215,26040,30199,0.00001741
103,721,86,1157225,20211222,31272,35156,0.00002025
0,1,-17,1315337,20200102,17965,16382,0.00000942
1,8,-16,1315337,20200109,24718,22939,0.00001322
2,15,-15,1315337,20200116,20985,19637,0.00001127
3,22,-14,1315337,20200123,18327,16979,0.00000976
4,29,-13,1315337,20200130,22557,21439,0.00001242
5,36,-12,1315337,20200206,19051,17799,0.00001018
6,43,-11,1315337,20200213,18501,17403,0.00001001
7,50,-10,1315337,20200220,19348,18556,0.00001068
8,57,-9,1315337,20200227,18418,17789,0.00001024
9,64,-8,1315337,20200305,17692,17405,0.00001003
10,71,-7,1315337,20200312,19961,20626,0.00001190
11,78,-6,1315337,20200319,23623,22140,0.00001274
12,85,-5,1315337,20200326,29722,25129,0.00001449
13,92,-4,1315337,20200402,32347,25811,0.00001487
14,99,-3,1315337,20200409,31997,24880,0.00001439
15,106,-2,1315337,20200416,25765,20751,0.00001196
16,113,-1,1315337,20200423,32556,26072,0.00001501
17,120,0,1315337,20200430,3609672,3109734,0.00181019
18,127,1,1315337,20200507,140218,126402,0.00007269
19,134,2,1315337,20200514,67997,62931,0.00003631
20,141,3,1315337,20200521,49533,47562,0.00002741
21,148,4,1315337,20200528,39552,39725,0.00002288
22,155,5,1315337,20200604,33570,33230,0.00001915
23,162,6,1315337,20200611,52296,52646,0.00003062
24,169,7,1315337,20200618,38114,39354,0.00002271
25,176,8,1315337,20200625,32585,34163,0.00001973
26,183,9,1315337,20200702,30988,31870,0.00001834
27,190,10,1315337,20200709,31897,32692,0.00001889
28,197,11,1315337,20200716,27026,27539,0.00001589
29,204,12,1315337,20200723,24323,24958,0.00001440
30,211,13,1315337,20200730,22443,23914,0.00001379
31,218,14,1315337,20200806,22529,23728,0.00001371
32,225,15,1315337,20200813,24030,24804,0.00001430
33,232,16,1315337,20200820,20681,21222,0.00001222
34,239,17,1315337,20200827,22812,23336,0.00001351
35,246,18,1315337,20200903,27912,29651,0.00001689
36,253,19,1315337,20200910,20698,21477,0.00001236
37,260,20,1315337,20200917,20091,20710,0.00001194
38,267,21,1315337,20200924,28807,29714,0.00001715
39,274,22,1315337,20201001,17175,17608,0.00001012
40,281,23,1315337,20201008,19610,19219,0.00001108
41,288,24,1315337,20201015,17858,17441,0.00001004
42,295,25,1315337,20201022,17370,16910,0.00000972
43,302,26,1315337,20201029,15471,14917,0.00000855
44,309,27,1315337,20201105,14854,13437,0.00000774
45,316,28,1315337,20201112,19273,18034,0.00001040
46,323,29,1315337,20201119,18104,17155,0.00000987
47,330,30,1315337,20201126,17727,17053,0.00000984
48,337,31,1315337,20201203,17835,17565,0.00001012
49,344,32,1315337,20201210,20277,20076,0.00001158
50,351,33,1315337,20201217,19516,20327,0.00001171
51,358,34,1315337,20201224,35686,36097,0.00002040
52,365,35,1315337,20201231,23997,22623,0.00001303
53,372,36,1315337,20210107,17841,16621,0.00000957
54,379,37,1315337,20210114,17578,16516,0.00000951
55,386,38,1315337,20210121,20549,19216,0.00001108
56,393,39,1315337,20210128,17009,16281,0.00000937
57,400,40,1315337,20210204,120396,117214,0.00006633
58,407,41,1315337,20210211,49729,48272,0.00002759
59,414,42,1315337,20210218,22911,21584,0.00001245
60,421,43,1315337,20210225,19584,18251,0.00001050
61,428,44,1315337,20210304,19069,17970,0.00001035
62,435,45,1315337,20210311,18588,17597,0.00001012
63,442,46,1315337,20210318,19563,18833,0.00001085
64,449,47,1315337,20210325,59805,57159,0.00003349
65,456,48,1315337,20210401,31137,30493,0.00001749
66,463,49,1315337,20210408,22209,21174,0.00001224
67,470,50,1315337,20210415,18805,18399,0.00001059
68,477,51,1315337,20210422,22172,21594,0.00001245
69,484,52,1315337,20210429,39733,39569,0.00002255
70,491,53,1315337,20210506,21385,21185,0.00001219
71,498,54,1315337,20210513,21004,20667,0.00001189
72,505,55,1315337,20210520,20684,20349,0.00001171
73,512,56,1315337,20210527,20461,20420,0.00001176
74,519,57,1315337,20210603,20148,20655,0.00001191
75,526,58,1315337,20210610,19892,20916,0.00001205
76,533,59,1315337,20210617,19130,20450,0.00001179
77,540,60,1315337,20210624,34982,37078,0.00002147
78,547,61,1315337,20210701,30606,30290,0.00001755
79,554,62,1315337,20210708,35481,36324,0.00002087
80,561,63,1315337,20210715,23217,24406,0.00001405
81,568,64,1315337,20210722,20839,20969,0.00001208
82,575,65,1315337,20210729,37475,38186,0.00002194
83,582,66,1315337,20210805,22526,22821,0.00001317
84,589,67,1315337,20210812,18265,18939,0.00001091
85,596,68,1315337,20210819,16711,17227,0.00000992
86,603,69,1315337,20210826,19766,20502,0.00001182
87,610,70,1315337,20210902,48410,50377,0.00002918
88,617,71,1315337,20210909,21352,22241,0.00001280
89,624,72,1315337,20210916,18840,19951,0.00001146
90,631,73,1315337,20210923,20111,21391,0.00001234
91,638,74,1315337,20210930,28109,30034,0.00001738
92,645,75,1315337,20211007,18004,19361,0.00001114
93,652,76,1315337,20211014,15233,16374,0.00000942
94,659,77,1315337,20211021,14393,15405,0.00000886
95,666,78,1315337,20211028,13972,14955,0.00000860
96,673,79,1315337,20211104,15709,17335,0.00000998
97,680,80,1315337,20211111,14952,16429,0.00000946
98,687,81,1315337,20211118,14797,16543,0.00000952
99,694,82,1315337,20211125,15363,17157,0.00000985
100,701,83,1315337,20211202,14886,16669,0.00000960
101,708,84,1315337,20211209,18747,20981,0.00001207
102,715,85,1315337,20211216,20075,23331,0.00001348
103,722,86,1315337,20211223,18614,20610,0.00001186
0,2,-18,320805,20200103,12112,11097,0.00000637
1,9,-17,320805,20200110,11060,10254,0.00000592
2,16,-16,320805,20200117,12487,11630,0.00000671
3,23,-15,320805,20200124,21384,19806,0.00001142
4,30,-14,320805,20200131,15860,15187,0.00000872
5,37,-13,320805,20200207,14908,13816,0.00000797
6,44,-12,320805,20200214,14070,13205,0.00000761
7,51,-11,320805,20200221,11999,11503,0.00000663
8,58,-10,320805,20200228,10973,10614,0.00000612
9,65,-9,320805,20200306,10852,10761,0.00000620
10,72,-8,320805,20200313,11745,12092,0.00000698
11,79,-7,320805,20200320,32161,29367,0.00001703
12,86,-6,320805,20200327,56819,47416,0.00002734
13,93,-5,320805,20200403,30852,24444,0.00001410
14,100,-4,320805,20200410,27426,21745,0.00001246
15,107,-3,320805,20200417,416845,328962,0.00019318
16,114,-2,320805,20200424,42419,34201,0.00001965
17,121,-1,320805,20200501,17223,15076,0.00000871
18,128,0,320805,20200508,977493,868770,0.00050789
19,135,1,320805,20200515,41808,38873,0.00002250
20,142,2,320805,20200522,24850,23916,0.00001379
21,149,3,320805,20200529,14074,14159,0.00000815
22,156,4,320805,20200605,19701,19448,0.00001124
23,163,5,320805,20200612,12248,12473,0.00000718
24,170,6,320805,20200619,18371,18965,0.00001104
25,177,7,320805,20200626,17408,18488,0.00001054
26,184,8,320805,20200703,12726,13003,0.00000750
27,191,9,320805,20200710,11844,12145,0.00000701
28,198,10,320805,20200717,11005,11214,0.00000647
29,205,11,320805,20200724,11413,11771,0.00000678
30,212,12,320805,20200731,9882,10553,0.00000608
31,219,13,320805,20200807,10737,11295,0.00000650
32,226,14,320805,20200814,11097,11465,0.00000661
33,233,15,320805,20200821,20886,21078,0.00001231
34,240,16,320805,20200828,22414,23206,0.00001332
35,247,17,320805,20200904,123076,126665,0.00007422
36,254,18,320805,20200911,41252,42140,0.00002468
37,261,19,320805,20200918,48648,49346,0.00002886
38,268,20,320805,20200925,17971,18353,0.00001073
39,275,21,320805,20201002,42382,44697,0.00002472
40,282,22,320805,20201009,10719,10542,0.00000606
41,289,23,320805,20201016,21687,20870,0.00001219
42,296,24,320805,20201023,9154,8877,0.00000511
43,303,25,320805,20201030,10491,10067,0.00000575
44,310,26,320805,20201106,11799,10688,0.00000616
45,317,27,320805,20201113,12014,11219,0.00000649
46,324,28,320805,20201120,22133,21198,0.00001212
47,331,29,320805,20201127,20085,19435,0.00001116
48,338,30,320805,20201204,14723,14493,0.00000837
49,345,31,320805,20201211,12066,11969,0.00000691
50,352,32,320805,20201218,19926,21010,0.00001206
51,359,33,320805,20201225,30999,30147,0.00001761
52,366,34,320805,20210101,18038,16877,0.00000969
53,373,35,320805,20210108,269690,255022,0.00014426
54,380,36,320805,20210115,251846,241420,0.00013608
55,387,37,320805,20210122,26651,24986,0.00001448
56,394,38,320805,20210129,15959,15262,0.00000879
57,401,39,320805,20210205,13648,13061,0.00000752
58,408,40,320805,20210212,15298,14709,0.00000846
59,415,41,320805,20210219,12444,11713,0.00000674
60,422,42,320805,20210226,13301,12365,0.00000714
61,429,43,320805,20210305,12065,11378,0.00000655
62,436,44,320805,20210312,18392,17618,0.00001003
63,443,45,320805,20210319,11300,10855,0.00000626
64,450,46,320805,20210326,11741,11518,0.00000663
65,457,47,320805,20210402,14749,14175,0.00000824
66,464,48,320805,20210409,20030,18799,0.00001107
67,471,49,320805,20210416,12407,12105,0.00000698
68,478,50,320805,20210423,10776,10518,0.00000606
69,485,51,320805,20210430,9703,9559,0.00000551
70,492,52,320805,20210507,11598,11462,0.00000662
71,499,53,320805,20210514,13901,13601,0.00000785
72,506,54,320805,20210521,23740,23374,0.00001348
73,513,55,320805,20210528,17273,17194,0.00000992
74,520,56,320805,20210604,12791,13213,0.00000762
75,527,57,320805,20210611,12208,12880,0.00000741
76,534,58,320805,20210618,14396,15443,0.00000890
77,541,59,320805,20210625,11243,11845,0.00000683
78,548,60,320805,20210702,10960,10927,0.00000629
79,555,61,320805,20210709,12664,13029,0.00000750
80,562,62,320805,20210716,23257,24155,0.00001399
